"","logFC","logCPM","PValue","FDR"
"Maz",0.345291015817337,7.0034255863651,0.0793636647109848,0.466042164220379
"Penk",-0.94681777078224,2.62805897071832,0.0793705027961295,0.466042164220379
"Adora2b",0.707700620375828,3.91628236169626,0.0793708699297201,0.466042164220379
"Tbcc",0.543267225000475,4.40392915017116,0.0793709609428051,0.466042164220379
"Tst",1.13920308204128,7.06055281348533,0.0793902051322976,0.466042164220379
"Cluap1",0.597950776810695,4.98706326196344,0.079464580859121,0.466042164220379
"Fam110b",-0.869476986192896,1.41721518835638,0.0794648788216371,0.466042164220379
"Smarcd3",0.633362723985769,4.00880250083913,0.0794867689574312,0.466042164220379
"Myeov2",0.93608054005687,6.07290399298534,0.0795780873894996,0.466042164220379
"Gadd45gip1",0.502011840699417,4.76661011224625,0.0796122390468133,0.466042164220379
"Dynlt1f",1.16452046133153,0.834235358443219,0.079630242998563,0.466042164220379
"Acot2",0.6738262773152,3.78194698609585,0.0796598429717422,0.466042164220379
"Slc38a2",-0.396857553273687,7.5019974289311,0.0796963667602492,0.466042164220379
"Pdrg1",0.431429331715053,5.84890084016101,0.0797149203866622,0.466042164220379
"Peo1",0.427012238452669,3.82388682535366,0.0797397697935357,0.466042164220379
"Ppp1r14b",0.880291350021857,5.07466610743155,0.0797504137548342,0.466042164220379
"Psmd2",0.497956501179968,7.7029509780389,0.079763610239884,0.466042164220379
"Fam98b",0.499377858464073,5.37421411379897,0.079765400214578,0.466042164220379
"Pigb",-0.795737929001264,2.48335485683589,0.0797805090345334,0.466042164220379
"Tgm4",1.64278292159931,-0.585417802129795,0.0798036744791954,0.466042164220379
"Mtmr3",-0.422547002825417,6.66746534781981,0.0798065473176675,0.466042164220379
"Mms19",0.372368105138294,5.78113618669433,0.0798424207201864,0.466042164220379
"Anapc1",-0.409305592374,6.63696691829944,0.0798452166657137,0.466042164220379
"Ccs",0.578041771758419,5.19023161034918,0.0798818585020737,0.46607875236286
"AW011738",-0.654967753517609,2.93497437693622,0.0799322306062939,0.466195392874793
"Klhdc8b",1.0689800073944,6.06775406796925,0.0801167329366527,0.46702307503439
"Zfp821",0.438400495727817,4.37827184540738,0.0801501687356555,0.46702307503439
"Derl2",0.387015551607987,6.06789057666907,0.0801705209584479,0.46702307503439
"Pcdhb16",-0.894850345389111,2.04201777380256,0.080195881571562,0.46702307503439
"Upf3a",0.309280721668847,5.29964352267645,0.080242458398955,0.467117042538682
"Fktn",-1.55831196672995,3.08410040373462,0.0803991777873974,0.467416411612482
"Med1",-0.379901748853578,5.81357557982845,0.0804228518809047,0.467416411612482
"Gm15800",-0.602617365619353,5.67220192494549,0.0804502261142457,0.467416411612482
"Mdfi",0.64023218879307,3.16022722392927,0.0804678120006933,0.467416411612482
"Gen1",-1.23746920930099,0.767457904537145,0.0804737954754728,0.467416411612482
"Adh5",0.424232126017178,6.30671317664868,0.0805046118549566,0.467416411612482
"Il7r",-1.0406274042616,4.52822983710493,0.0805505882965893,0.467416411612482
"Zfp174",-0.689401285357773,1.64521743874548,0.0805668680295268,0.467416411612482
"9930012K11Rik",0.789603756369016,3.871370877789,0.0805680292417736,0.467416411612482
"Pms2",-0.446845243447516,3.21348307362246,0.0806012503719629,0.467432421374819
"Tmem158",0.806264519450995,2.94169575969259,0.080786205779857,0.46819209866655
"Ankrd10",0.491644337683782,5.7358886577225,0.0807932666841984,0.46819209866655
"Ccdc88a",-0.756114495012468,4.577746343377,0.0808922995207848,0.46842724626997
"Amdhd2",0.70116903642038,4.93455890383994,0.0809036619847198,0.46842724626997
"Akip1",0.790057704844195,5.16376073764199,0.0809369771403596,0.46842724626997
"Dirc2",0.366556979432912,5.5066263595805,0.0809559502839987,0.46842724626997
"Nt5m",0.52449852396053,3.7863963844175,0.0810165750517872,0.46848386439622
"Tfpt",0.585884662730111,4.01736056121858,0.0810554310791297,0.46848386439622
"Psmb10",0.956504329542119,7.53548265882048,0.0810573255113694,0.46848386439622
"Ninj2",1.74250805928048,-0.830520457678902,0.0811245418198937,0.46849722041739
"Zkscan6",0.48693434524845,4.2231392462214,0.0811576151161196,0.46849722041739
"Cpeb2",-0.398689274652497,4.75526180236865,0.0812108281885874,0.46849722041739
"Tmem208",0.739876998954249,5.67187778055772,0.0812164742455279,0.46849722041739
"Pvrl2",0.422818071362643,6.54576564419469,0.0812672847901748,0.46849722041739
"Nit1",0.45307310873964,5.38174933047493,0.0812686263147133,0.46849722041739
"Cmah",-1.26280899233345,4.10394852809103,0.0812733529326225,0.46849722041739
"Rps6kb1",-0.348080523409921,5.79190744179128,0.081324569849696,0.468616419205252
"Ninl",-0.549201481131214,2.81489952787525,0.0814241350353423,0.469006105868537
"Acbd6",0.546951881169238,5.10507638525025,0.0814533250009548,0.469006105868537
"Ppid",0.405799364056601,5.91990727342609,0.0815616801725885,0.469086907823942
"Blm",-0.999709413359347,2.30714446970459,0.0816170953276177,0.469086907823942
"Pomp",0.738271775802937,7.38257443979012,0.0816275848651706,0.469086907823942
"Cdcp1",-0.781210163233456,4.24588357204985,0.0816628732061651,0.469086907823942
"A230046K03Rik",-0.585535815772217,5.56801619930277,0.0817405861742672,0.469086907823942
"Erc1",-0.733180703822166,4.69687572247035,0.0817505003355816,0.469086907823942
"Ahcy",-0.823576042362925,3.3377142618001,0.0818001781669901,0.469086907823942
"Grap2",-1.30505172278082,3.27529700927145,0.0818107666514168,0.469086907823942
"Ercc6l2",-0.433748474590897,5.24253652716486,0.0818849185679121,0.469086907823942
"Arhgef12",-0.886994096582677,7.97294146054169,0.0818872591377768,0.469086907823942
"Gpam",-1.07269897692802,5.72201705276001,0.0818916289364826,0.469086907823942
"1810019J16Rik",0.744764906907693,4.18875489663553,0.081926120411559,0.469086907823942
"Blmh",0.596090696215665,5.80593250938708,0.0819372378173483,0.469086907823942
"Sh3rf1",-0.590876786852815,4.69494800438043,0.0819698983650895,0.469086907823942
"Pcif1",-0.347677374132291,5.60175255774329,0.0820004738479561,0.469086907823942
"Atp5c1",-0.424607532361825,7.36182029861193,0.0820028207727064,0.469086907823942
"Sap30l",0.414161396295205,4.82607015573059,0.0820085235168452,0.469086907823942
"Mir3082",1.13577000630985,-0.598188004292465,0.082017606627021,0.469086907823942
"Thrsp",-1.37830699605827,2.9801522121187,0.0820589468959199,0.469113966898138
"Sfmbt2",-1.42201467430119,1.38085071475086,0.082083480033985,0.469113966898138
"Plgrkt",0.622200516592576,5.08835910643338,0.0821609702762861,0.469314757616061
"Cerk",-0.568674765305131,6.02117106297526,0.0822034408083913,0.469314757616061
"Azi1",0.750661817293715,4.23197221340003,0.0822103661434977,0.469314757616061
"Atg4a",-0.633259961652533,2.36774877114107,0.0822895996152944,0.469592378615356
"Fam217b",-1.01873380326126,1.09095731867269,0.0824155002623761,0.469840900111442
"Tcirg1",0.747314799386821,7.1383833710409,0.0824425850601691,0.469840900111442
"Utrn",-1.08477928366935,7.52078513906193,0.0824425991955129,0.469840900111442
"Siah1b",0.668991890098473,2.4746810490398,0.0824556235907536,0.469840900111442
"Slc27a1",0.686689739465638,5.45176904888075,0.0825655968068092,0.470211247706909
"Pcyt1a",-0.458193732723436,6.73173940165836,0.0825941073135444,0.470211247706909
"Mefv",-1.75784703374989,3.12958530214119,0.0826388354983112,0.470211247706909
"Zyg11b",-0.452016790690925,5.71005555367625,0.0826579437553027,0.470211247706909
"Rtfdc1",0.493268944776753,6.68995275699014,0.0826860693623999,0.470211247706909
"Mvk",0.476155392838319,4.32313859368644,0.082704474262688,0.470211247706909
"B3gnt7",0.571645851590522,3.22714689877954,0.0828225751166967,0.47033845147206
"Tm9sf2",0.343749290811305,7.86830164644964,0.0828427801447478,0.47033845147206
"Rtn4ip1",0.604314131546455,3.73823548911925,0.0828650612283139,0.47033845147206
"4930506M07Rik",-0.49450324764277,5.5070703334763,0.082884751808661,0.47033845147206
"Ppa2",0.502278810733738,5.48172002639305,0.0829025651057657,0.47033845147206
"Stk25",0.420199669433058,7.18662231339116,0.0829530322869498,0.47033845147206
"Ttc39b",-0.721986728906207,6.07180908138433,0.0829621626557867,0.47033845147206
"Wdr73",0.643185150909129,4.70900042321544,0.082991946465745,0.47033845147206
"Pgs1",0.477487023888982,6.7233795282226,0.0830027061965682,0.47033845147206
"F2r",-1.00527381449341,7.61597791922379,0.0831045160921449,0.470575365684946
"Igfbp5",-0.855877420310715,8.62664492543985,0.0831058482245816,0.470575365684946
"1700025N23Rik",1.87960094293344,-1.10399884122891,0.0831719631314031,0.470741897508101
"Tufm",0.45678008108525,4.90953428645192,0.0832020194327829,0.470741897508101
"Tmem14a",0.819013640247901,2.7215339206175,0.0832422623963846,0.470741897508101
"Zfp526",-1.02375764149534,2.76105950459714,0.0832734336166411,0.470741897508101
"Nhlrc2",-0.627119049571213,5.71091596542606,0.0832886446226454,0.470741897508101
"Igsf6",-1.18023561188037,4.45391955761132,0.0833217265056879,0.47075548351612
"Dusp9",0.694835790404555,0.532596279817943,0.0833639684422418,0.470820793428856
"Irx5",0.774274953333072,5.01953257277085,0.0834277970175849,0.470854141337395
"Slc6a19",-2.00123781849432,-0.975604049018095,0.0834312421177177,0.470854141337395
"Zfp511",0.430852872972407,4.02976514214611,0.0835135598015522,0.471145432042213
"Ankfn1",-2.24109788578556,0.355149369706014,0.0836151902889037,0.471545422632572
"Ccdc9",0.38957375603328,5.76676487665463,0.0836462842359803,0.471547476708714
"Opa3",-0.721551012857239,4.31605142253694,0.0837015255357628,0.471561881013527
"Dact3",0.578898682378463,4.21097313007921,0.0837782045366636,0.471561881013527
"Cplx2",-0.698154679258842,4.04064055504566,0.0838189123614305,0.471561881013527
"9530026P05Rik",-1.42234431466997,0.810058606309569,0.0838198513336879,0.471561881013527
"Ccdc166",0.55100490594592,2.60896815121903,0.0838574614290535,0.471561881013527
"Spag7",0.418449440500384,6.09780847504726,0.0838881686174848,0.471561881013527
"Ccdc23",0.725283481866317,4.79363695276243,0.0838942424410305,0.471561881013527
"Itga7",0.836915667252336,4.99129524862768,0.0839231989575815,0.471561881013527
"D11Wsu47e",-0.463142084515221,3.22182803343847,0.0839462921779077,0.471561881013527
"Rab2a",0.314286992452714,7.63558797762401,0.0839561459060903,0.471561881013527
"E130102H24Rik",-0.738836962545756,2.13216907099341,0.0841233563353944,0.47215831267024
"Anapc2",0.300176533241299,6.4717415838174,0.0841361005300347,0.47215831267024
"Srp54a",-0.899338034784403,1.04941849025934,0.0841546422387166,0.47215831267024
"Fert2",-0.451145944944875,4.2314359640271,0.0841982355692174,0.472230235676038
"Fam172a",-0.38760379110893,4.89185723216801,0.0842510753382858,0.472353946315672
"Trrap",-0.450478837727351,6.2401282271291,0.0843273748096571,0.472549301991282
"Xylt1",-1.87405461825567,0.45797399616904,0.0843475098177987,0.472549301991282
"Pcdhb18",-0.898512786438123,1.05594734887679,0.0844015204081578,0.472679317760285
"Swsap1",0.60636235232683,3.77407251990562,0.0844770984927132,0.472804927093138
"C030039L03Rik",-0.762768933133207,1.14028380972733,0.0844855725050104,0.472804927093138
"Zfp287",-0.795845425011918,2.86579606223591,0.0846604678696467,0.47332900885737
"Psmd11",-0.475828935111663,5.86567541177467,0.0846886616201571,0.47332900885737
"Rapsn",0.797617957002532,0.710280075999283,0.0846898776462941,0.47332900885737
"Fam83g",0.671891140067274,2.99190393115708,0.0847026039962423,0.47332900885737
"Tulp4",-0.626817170256211,5.21797657825929,0.0847771159942246,0.473464072318599
"Prkcg",-0.970050109150448,2.49679244895992,0.0847884829411216,0.473464072318599
"Krt80",-1.24777708598325,6.261169193924,0.0848338641767047,0.473545160346138
"Abcd3",0.441104777400407,7.30912284796575,0.0849233930752946,0.473647024329273
"Gfod1",-1.19832525951873,4.27569635957478,0.0849763330215313,0.473647024329273
"Gmfb",-0.421907367365463,7.33966176709796,0.0850019890374557,0.473647024329273
"Chmp2b",0.462962202280162,6.72156242070579,0.0850164706621659,0.473647024329273
"Slc7a6os",0.420176543411396,4.91968324759177,0.0850898620694144,0.473647024329273
"Wdfy3",-0.64399014965686,6.33725937601087,0.0851600371886443,0.473647024329273
"Ercc2",0.427182084159981,5.23612883154264,0.0852345910763846,0.473647024329273
"Khdrbs3",0.591527501055819,4.36552342692955,0.0852363669377082,0.473647024329273
"Ndufb7",0.68777838770544,6.48399117567302,0.0852463107480903,0.473647024329273
"Tmem69",0.444695833114496,3.68609675860002,0.085288940757986,0.473647024329273
"Ap1s1",0.745054003833676,6.20495004937802,0.0852929553365141,0.473647024329273
"9330159M07Rik",-1.11828809290783,0.323031072194097,0.0853496010952711,0.473647024329273
"Gpatch4",0.571496064050516,4.91231313067783,0.0853507902580241,0.473647024329273
"Zbtb33",-0.420262333698229,4.88007314900929,0.0853755664432744,0.473647024329273
"2410002F23Rik",0.53420926427498,5.04332959606821,0.0853982106709471,0.473647024329273
"Serpina1c",-7.98258390190547,-0.742594549135583,0.085409699515811,0.473647024329273
"Mtmr6",-0.382722409155786,6.8021580055246,0.0854424841538663,0.473647024329273
"Fbln7",1.25126448668485,-0.822821492642895,0.0854540879480261,0.473647024329273
"Gramd2",-1.08374247767891,5.3239431397878,0.0854664414407309,0.473647024329273
"Tmed4",0.435477251326011,6.56117357417737,0.0854694434908933,0.473647024329273
"Sgms2",-0.755754029670268,4.40596136604483,0.0855517621279671,0.473896417504665
"Aldh3b1",0.976799576670334,7.39479086974253,0.0855762119847134,0.473896417504665
"Ppard",-0.511135184462164,4.8995915834846,0.0856323238249474,0.473910414644386
"Tcf12",-0.400594312720789,6.39677904032818,0.0856420869088741,0.473910414644386
"Atp6v1e1",0.418094682944304,6.84040985171744,0.0856969457906901,0.473910414644386
"2610507B11Rik",-0.43719707914838,7.66867405402755,0.0857282505617004,0.473910414644386
"Gnaq",-0.581050325165488,6.71051525746311,0.0857484664644417,0.473910414644386
"Myoz2",-2.69287514095142,2.35830603688181,0.0857947064178991,0.473910414644386
"Gde1",0.625446756020966,7.42003201045013,0.0857949255055135,0.473910414644386
"Tuba1c",1.21870551349864,5.22989815966062,0.0858399952386867,0.473988746649028
"Akr7a5",0.663862570241829,4.79041056914199,0.0858815033452393,0.474047362889459
"Slk",-0.604855451681999,7.30113171648431,0.0859712305554141,0.474218964798773
"BC018242",0.666313564662502,3.64235685773438,0.0860714559404823,0.474218964798773
"Zbtb8os",0.532150406491008,4.1427385604333,0.0860745830749149,0.474218964798773
"Cdk7",-0.295352584364664,5.21436597513593,0.0860950278452883,0.474218964798773
"Stag1",-0.462719022085078,5.97422274191829,0.0861046719866068,0.474218964798773
"Ptger3",-0.921664117619,0.907567472088898,0.0861267212030379,0.474218964798773
"Mettl21a",0.582154165577839,3.98953305545136,0.0861289185333452,0.474218964798773
"Scai",-0.623305840212159,4.29313400933028,0.0861908870393289,0.47422447850359
"Glo1",0.630162603272627,5.9568091593919,0.0861917282858593,0.47422447850359
"Fhod1",0.434282494835621,6.90611053664684,0.0862257990980327,0.47424189503918
"Tada1",0.452116236676583,4.75074484658034,0.0863407417967347,0.474544179515164
"Pdzk1ip1",0.899126686281025,5.01245871900247,0.0863616015223417,0.474544179515164
"Rnf169",-0.344850744778805,5.4650754817287,0.0863735349225059,0.474544179515164
"Scrn1",-0.934736692940392,3.21782690275536,0.0864182924999063,0.474582907927401
"Zfp324",-0.419228860625133,3.4247171388878,0.0864424390783372,0.474582907927401
"Mapk13",0.921272980404042,4.95011843551594,0.0864928715919305,0.47460843840408
"Tnfrsf22",-1.24713576253022,0.918396733592656,0.086508947684341,0.47460843840408
"Tlk1",-0.332630165439912,6.65095801961944,0.0865994003753388,0.474851587642552
"Slfn3",-1.50411573906596,2.03324538428187,0.0866337140830509,0.474851587642552
"Cdc123",0.459995706762892,5.79933073733222,0.0866670174470818,0.474851587642552
"Dmrtc1a",-1.12136137630334,-0.904890297403472,0.0867165428729441,0.474851587642552
"AW549542",-1.31956691386183,3.10210382811452,0.0867431783885318,0.474851587642552
"Irg1",-2.33643119678734,4.63011947113282,0.0867541800443269,0.474851587642552
"Ccdc103",1.35449514974218,3.62184415625025,0.0868118257874784,0.474851587642552
"Psmb3",0.732149994685293,6.51748611623546,0.0868411501950855,0.474851587642552
"Zcchc4",-0.612646617682785,2.31212997698413,0.0868497294378946,0.474851587642552
"Apc",-0.679706514026828,6.90902413434117,0.0868947820954279,0.474851587642552
"Gemin4",0.478387125451843,4.29498485794313,0.0869015952480071,0.474851587642552
"Rbm10",0.362111496550686,5.81330953708446,0.0869767674879222,0.474851587642552
"Trappc2l",0.586064753408839,5.01531467086871,0.0869872788361116,0.474851587642552
"Prkd3",-0.54053735004678,6.46625382092213,0.0870180982766117,0.474851587642552
"Vti1a",-0.353822326922651,4.97898373597104,0.0870271290396224,0.474851587642552
"Chrm3",-1.25959455734705,0.883812163336402,0.0870483881419679,0.474851587642552
"Gbp1",-1.3758867409081,2.59084340417642,0.0870886617614496,0.474902457259931
"Siva1",0.828043942902977,5.09468146289758,0.0871710618908117,0.474941010114243
"Rgs4",-0.603948699123589,3.94647430156871,0.0871875990031832,0.474941010114243
"Zbtb45",0.473321156899023,3.79269391919312,0.0871885842614418,0.474941010114243
"Tram1l1",1.06557156408643,0.0216674673885789,0.0873029050629671,0.475350582428536
"Nfatc2",-0.720722307513156,3.63353725804896,0.0873257277201722,0.475350582428536
"Snrpa",0.498644195507038,5.56244806761513,0.0873629487800752,0.475384556393707
"Rnf2",-0.336067248326565,5.5065317629436,0.0874106339460152,0.475453959284449
"Gata5",0.795479779593495,3.23031737087317,0.0874376717563189,0.475453959284449
"Myo1d",-0.584961333514003,6.97531277068084,0.0874925139949719,0.475583644085315
"Rfc2",0.665016421904543,5.75986602232263,0.0876453367906633,0.4761292895166
"Maml3",-0.594092959993929,4.25771951687829,0.0876898583173518,0.4761292895166
"1190002F15Rik",1.46632091388719,0.916145799352678,0.0877098450375176,0.4761292895166
"Tead4",-1.15023832344897,3.72321021492521,0.0877170088930224,0.4761292895166
"Phactr2",-0.959419908760815,6.88674683339049,0.0877981671767933,0.476401299620896
"Cttnbp2",-1.283033610415,2.61687249826192,0.087978937915043,0.477169311936768
"Fasn",-1.1400388344032,7.65568322959304,0.0880206659605831,0.477169311936768
"Hdgfrp3",-0.625520026963685,4.22668730557512,0.0880329959004881,0.477169311936768
"Sae1",0.492812315743314,6.21134651571895,0.0880782973306757,0.47718535519981
"4930402H24Rik",-0.868474127158494,5.29817355487195,0.0880981499694403,0.47718535519981
"Cox14",0.770732773319901,5.79855767286367,0.0881606629500026,0.477355459762805
"Cpne8",-0.565744302392527,4.46661461091482,0.0881975877887352,0.477386943427916
"Cacna1d",-0.947387472861363,5.18603436062781,0.0882355743766408,0.47741855736782
"Fam35a",-0.416670612835912,3.13719342149195,0.0882755330193792,0.47741855736782
"Gm4262",1.31254460825325,3.22002383549,0.0882967654486721,0.47741855736782
"Sema4c",-0.631163440298167,5.50687002351903,0.0883320430222977,0.477441070861979
"Nsun3",-0.576449192947743,1.94868239373704,0.088389330053926,0.477532628876989
"AW554918",-0.552054611801095,3.94672846859007,0.0884112218077241,0.477532628876989
"Frmd5",-1.25919894824746,1.09747752145134,0.0884830141109091,0.477752234881035
"Neu2",1.25337434823329,0.971734481083484,0.0886559176969926,0.478517431255839
"Dynll1",0.432041664944611,7.40356999554551,0.0886960224404304,0.478565564116879
"Flna",-0.437636210781997,9.56550429092758,0.088756547100644,0.478571653738558
"Dcxr",1.01598771648195,7.4178642096294,0.0887745803999303,0.478571653738558
"Ssh2",-0.66985433331252,6.79930215266229,0.0887907134697735,0.478571653738558
"Tmem71",-0.692384828952427,4.56992115229681,0.0888345393854827,0.478639749603312
"Trmt13",-0.480838916105839,3.14174641136561,0.0889737050296558,0.478951932240121
"Gm12216",0.562241406236728,2.9335774474499,0.0889807984868092,0.478951932240121
"Ccnd2",-0.675717083218023,6.73941543530562,0.0890157340546615,0.478951932240121
"Pcdhgb2",-1.63046229981856,1.98180837930886,0.0890173288203861,0.478951932240121
"Morf4l2",0.424066524381145,7.54515237876006,0.0890520745454918,0.478970937224175
"Agtrap",0.393141352773817,6.40605527023838,0.0890908331232479,0.479011504651801
"Zfpm1",-1.08598969317744,3.88953581838111,0.0891923260822907,0.479251581724826
"Psmb4",0.764120623706599,7.57599219888879,0.0892195159494699,0.479251581724826
"1810034E14Rik",-0.506370818119383,1.50609433239981,0.08925376306017,0.479251581724826
"C1s",0.557647317827086,7.49672641254338,0.0892604118976573,0.479251581724826
"Wnt11",1.24757459911939,5.33389198683238,0.0893381864344411,0.479414674546361
"Clec4e",-1.99945323589054,3.64446561189247,0.0893680789276492,0.479414674546361
"Susd2",1.00438891891672,4.98155331547004,0.0894104752028121,0.479414674546361
"Fyco1",-0.659527663576971,6.33783227332933,0.0894157574813742,0.479414674546361
"BC068157",0.997691489493485,2.79396366326076,0.0895259015502671,0.479576108804566
"Fam86",0.5721476108708,4.5966959231443,0.089554292904063,0.479576108804566
"Mir24-1",1.01076325626925,-0.615340600762182,0.089622580646075,0.479576108804566
"Gm3435",0.924250071550235,-0.345855530367161,0.0896367197111185,0.479576108804566
"Ak4",0.687322261404189,1.73785012496887,0.0896648538583229,0.479576108804566
"Amacr",0.467569962612465,3.45137241337238,0.0896680555903259,0.479576108804566
"Ranbp9",0.31572636084106,6.53053541274512,0.0896868233712459,0.479576108804566
"Tle6",0.597228152827351,3.16961924387836,0.0896958900142786,0.479576108804566
"Tlr8",-1.62315480293015,2.88142055899604,0.0898163900668802,0.480053119322981
"Gmppb",0.681105767236118,4.76994810073302,0.0898896296569063,0.480196309666249
"Pitpnb",-0.35833785577396,6.45621790764192,0.0899480011928048,0.480196309666249
"Gm6213",2.9458088881851,-0.5736904730776,0.0900301811649824,0.480196309666249
"Tusc1",0.573835649502931,2.82081871592033,0.090039586374168,0.480196309666249
"5430405H02Rik",0.53263197018315,2.04027563674762,0.0900650420725705,0.480196309666249
"Gzmc",3.12032839727401,2.25676189425392,0.0901003829685826,0.480196309666249
"Serpina9",-2.78138691196194,1.37414653293156,0.0901013630575822,0.480196309666249
"Mroh1",0.377262043052202,6.04290102576191,0.090120245200024,0.480196309666249
"Lias",0.449953043930717,4.77822513719863,0.0901248205825217,0.480196309666249
"Tmem125",0.940230092175035,4.61540667593277,0.0902256005256912,0.480415558705899
"Zfp532",-0.615524302421761,4.46269531303042,0.0902285852193158,0.480415558705899
"1700113A16Rik",0.871904507973773,1.45254186258333,0.0903272194325802,0.480765231504871
"Snai3",1.36403715317921,0.436754878191719,0.090371331372618,0.480765231504871
"AI987944",-0.420503823992744,3.96824111564404,0.0904116455877691,0.480765231504871
"Htra3",0.688464387482948,4.70077940267864,0.0904279469603807,0.480765231504871
"Atpaf2",0.413865316698486,4.54893337741195,0.0904743303924146,0.480765231504871
"Zfp712",-0.532831391007536,2.63000934387862,0.0905259114608133,0.480765231504871
"Rnaseh2a",0.694566341072174,4.46182744450466,0.0905379285943542,0.480765231504871
"Ppdpf",0.439395368441397,5.14266992585868,0.0905449018604808,0.480765231504871
"Tap2",0.699714252475732,7.89098322014585,0.0906245580362323,0.480913358472727
"Nrp",1.52107057889317,-0.742387551645683,0.0906457284444316,0.480913358472727
"Rapgef2",-0.720884782235714,5.49926409764052,0.0906668195543563,0.480913358472727
"Fam92b",1.42529954054989,4.64903532501716,0.0907440390567377,0.481107551364032
"Wwtr1",-0.876308526917373,6.97407802752251,0.090797592105229,0.481107551364032
"Usp38",-0.357572512482062,5.15728746051266,0.0908051616347759,0.481107551364032
"Ap4s1",0.497080188668351,4.82011286740436,0.0908288417270512,0.481107551364032
"4930523C07Rik",-0.50539650754559,6.514442823399,0.090890467161125,0.481157184318179
"Alkbh7",0.61115674357755,3.43917383595138,0.0909084840932241,0.481157184318179
"Rab4b",0.528005513712092,5.70399752781758,0.0909322798646282,0.481157184318179
"Far1",-0.345715555007212,6.53375971444852,0.0910193789838143,0.481386226587099
"Mrpl28",0.751226881566014,5.69825690019413,0.0910565844795036,0.481386226587099
"Pick1",0.58511076438449,4.91320162475093,0.0910696784478559,0.481386226587099
"Rsph9",1.19621036914573,5.22718469923087,0.0911744573738643,0.481476969884204
"Mapk8",-0.335166952032458,4.74994564490453,0.0911797095225567,0.481476969884204
"Pak1ip1",0.454172554875877,5.92898400427631,0.0912113176837822,0.481476969884204
"Gtf3c4",-0.354921419875749,5.02992773245001,0.0912123526525501,0.481476969884204
"Car13",-1.19183847166277,3.88103409982252,0.0914065299669102,0.482304853069021
"Rras2",0.38462740468273,6.37705218993442,0.0914320506730388,0.482304853069021
"Nhsl2",-0.870034460984978,4.76057803538265,0.0914972401917641,0.482305869585825
"Fgf12",-1.75819639977631,0.453192300246388,0.0916022486464047,0.482305869585825
"Trit1",0.716364361479163,4.62308729401574,0.0916571563342749,0.482305869585825
"Sod3",0.579007235136797,8.18816350808516,0.0916952709480934,0.482305869585825
"Rabep2",0.359201512127758,5.07561060021681,0.0917127983391558,0.482305869585825
"Tars2",0.410674180754103,4.97762906590573,0.0917377893121103,0.482305869585825
"Dusp5",-1.50900367894701,2.02270562538144,0.0917395689174573,0.482305869585825
"Rpia",0.545224236501639,4.87988987635826,0.0917867790819221,0.482305869585825
"Rhbdd3",0.775263995806529,3.77898447335824,0.0918043120283521,0.482305869585825
"Aff2",-2.84211505851505,0.231419585253343,0.091812827982691,0.482305869585825
"Chka",0.752522779353543,6.75025346673536,0.091814776644414,0.482305869585825
"H2afy2",0.386871026848965,3.69415206624662,0.0918265731366445,0.482305869585825
"Cherp",0.283006412759342,6.0737822135315,0.0918408439836937,0.482305869585825
"Mrpl9",0.51994929961843,5.73615280335848,0.0919258142419549,0.482442270934978
"Polg2",0.645897133796691,2.67010764258917,0.0919321703236938,0.482442270934978
"Cxcr2",-1.77021686801253,3.65311406501193,0.0919611366884856,0.482442270934978
"Nudt16",0.584881153810759,4.22258091056534,0.0920052724287458,0.482508853526693
"Krt78",0.900555959417678,1.14692497117763,0.0920539481578071,0.48259919182834
"Phf2",-0.544005758709051,6.34050183730319,0.0921695249443491,0.483040082059781
"Rabgap1",-0.505302298949555,5.82021635553931,0.0922427736696662,0.483179042832268
"Psmg2",0.559974959754647,4.31309193950264,0.0922590156727628,0.483179042832268
"Orc6",0.566614555791621,4.79299455179719,0.0924556701731188,0.4840198577578
"Fignl1",1.03115330203846,2.90669164769654,0.0924984271777982,0.4840198577578
"Fam203a",0.613875875086006,3.25177629481856,0.0925370108149785,0.4840198577578
"Mrps18b",-0.505492474648237,3.13897496822208,0.0926129590530696,0.4840198577578
"Fbxo42",-0.353698167671763,5.08046261195673,0.0926384696610885,0.4840198577578
"Hras1",0.466556839918404,6.33855516313273,0.0926400622214251,0.4840198577578
"Pgam2",-2.4529014262781,1.44866177645338,0.0926761556666239,0.4840198577578
"Slc39a3",0.348429980152056,4.90823529632702,0.0927171185914559,0.4840198577578
"Tmem65",-0.455664461964685,5.92168053129856,0.0927178591098974,0.4840198577578
"Dlg5",-0.535772790943146,5.32957856665706,0.0927349874100966,0.4840198577578
"Tjp2",-0.53056771592609,7.02059132663294,0.0929054159991539,0.484744511563079
"Kdm2b",-0.390370114910342,3.9030339098904,0.0930140996389833,0.484912964028823
"Emg1",0.670017164146533,6.02569047635305,0.0931084456374421,0.484912964028823
"Zfp931",-0.736348904856218,1.50043961717596,0.0931577047815408,0.484912964028823
"Nedd8",0.499217908595108,6.54469437103991,0.0931614946044392,0.484912964028823
"Rufy2",-0.442094541631635,4.31743976430677,0.0931747237141471,0.484912964028823
"2210018M11Rik",-0.650665991178497,4.83268743464208,0.0931840056792505,0.484912964028823
"Sap18",0.439022829095911,4.85414815369655,0.0931888879949811,0.484912964028823
"Map3k9",-0.471458076352573,4.5954593989219,0.0932060674418929,0.484912964028823
"Fam47e",1.40982204969461,4.71957570572227,0.0932355121141664,0.484912964028823
